gem5 Simulator System.  https://www.gem5.org
gem5 is copyrighted software; use the --copyright option for details.

gem5 version DEVELOP-FOR-25.1
gem5 compiled Apr  7 2026 19:51:13
gem5 started Apr  7 2026 20:08:05
gem5 executing on cascade, pid 2700538
command line: /scr/studyztp/gem5-binary/roboarch/build/ARM/gem5.opt -re --outdir=/home/studyztp/test_ground/gem5-fix-cache-line-size/gem5/microbenchmarks/gem5-result-noart/m5out_entobench_all_bench-fetch_nop32_64 gem5/run_m5op_bench.py --no-art --firmware /scr/studyztp/benchmarks/gem5-build/bin/bench-fetch_nop32_64.elf

Global frequency set at 1000000000000 ticks per second
Starting simulation (ROI flags: none)...

*** ROI BEGIN at tick 246896950 ***
=== Benchmark Configuration ===
REPS: zu
INNER_REPS: zu
VERBOSITY: 1
MAX_PROBLEMS: zu
DO_WARMUP: true
ENABLE_CACHES: true
ENABLE_PREFETCH: true
ENABLE_VECTORIZATION: false
H7_PERFORMANCE_MULTIPLIER: zu
===============================
246967534: system.cpu: T0 : 0x80072b2 @_ZL9start_roiv+13    : pop
246967534: system.cpu: T0 : 0x80072b2 @_ZL9start_roiv+13. 0 :   ldr_uop   r3, [sp, #0]   : MemRead :  D=0x0000000000000000 A=0x2001fdf8
248732134: system.cpu: T0 : 0x800736c @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+155    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
248749780: system.cpu: T0 : 0x8007370 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+159    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
248761544: system.cpu: T0 : 0x8007374 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+163    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
248779190: system.cpu: T0 : 0x8007378 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+167    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
248790954: system.cpu: T0 : 0x800737c @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+171    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
248808600: system.cpu: T0 : 0x8007380 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+175    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
248820364: system.cpu: T0 : 0x8007384 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+179    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
248838010: system.cpu: T0 : 0x8007388 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+183    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
248849774: system.cpu: T0 : 0x800738c @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+187    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
248867420: system.cpu: T0 : 0x8007390 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+191    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
248879184: system.cpu: T0 : 0x8007394 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+195    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
248896830: system.cpu: T0 : 0x8007398 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+199    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
248908594: system.cpu: T0 : 0x800739c @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+203    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
248926240: system.cpu: T0 : 0x80073a0 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+207    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
248938004: system.cpu: T0 : 0x80073a4 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+211    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
248949768: system.cpu: T0 : 0x80073a8 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+215    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
248961532: system.cpu: T0 : 0x80073ac @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+219    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
248979178: system.cpu: T0 : 0x80073b0 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+223    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
248990942: system.cpu: T0 : 0x80073b4 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+227    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249008588: system.cpu: T0 : 0x80073b8 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+231    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249020352: system.cpu: T0 : 0x80073bc @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+235    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249037998: system.cpu: T0 : 0x80073c0 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+239    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249049762: system.cpu: T0 : 0x80073c4 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+243    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249067408: system.cpu: T0 : 0x80073c8 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+247    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249079172: system.cpu: T0 : 0x80073cc @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+251    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249096818: system.cpu: T0 : 0x80073d0 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+255    :   bx    lr                 : IntAlu :
249161520: system.cpu: T0 : 0x80074be @main+233    :   subs   r4, r4, #1        : IntAlu :  D=0x0000000000000001
249179166: system.cpu: T0 : 0x80074c0 @main+235    :   b   <main+225>           : IntAlu :
249237986: system.cpu: T0 : 0x80074ba @main+229    :   bl.w   <_ZL7end_roiv+23> : IntAlu :  D=0x00000000080074bf
249273278: system.cpu: T0 : 0x80072d0 @_ZL7end_roiv+27    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249285042: system.cpu: T0 : 0x80072d4 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+3    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249302688: system.cpu: T0 : 0x80072d8 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+7    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249314452: system.cpu: T0 : 0x80072dc @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+11    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249332098: system.cpu: T0 : 0x80072e0 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+15    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249343862: system.cpu: T0 : 0x80072e4 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+19    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249361508: system.cpu: T0 : 0x80072e8 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+23    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249373272: system.cpu: T0 : 0x80072ec @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+27    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249390918: system.cpu: T0 : 0x80072f0 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+31    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249402682: system.cpu: T0 : 0x80072f4 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+35    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249420328: system.cpu: T0 : 0x80072f8 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+39    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249432092: system.cpu: T0 : 0x80072fc @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+43    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249449738: system.cpu: T0 : 0x8007300 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+47    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249461502: system.cpu: T0 : 0x8007304 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+51    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249473266: system.cpu: T0 : 0x8007308 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+55    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249485030: system.cpu: T0 : 0x800730c @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+59    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249502676: system.cpu: T0 : 0x8007310 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+63    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249514440: system.cpu: T0 : 0x8007314 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+67    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249532086: system.cpu: T0 : 0x8007318 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+71    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249543850: system.cpu: T0 : 0x800731c @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+75    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249561496: system.cpu: T0 : 0x8007320 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+79    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249573260: system.cpu: T0 : 0x8007324 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+83    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249590906: system.cpu: T0 : 0x8007328 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+87    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249602670: system.cpu: T0 : 0x800732c @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+91    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249620316: system.cpu: T0 : 0x8007330 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+95    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249632080: system.cpu: T0 : 0x8007334 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+99    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249649726: system.cpu: T0 : 0x8007338 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+103    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249661490: system.cpu: T0 : 0x800733c @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+107    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249679136: system.cpu: T0 : 0x8007340 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+111    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249690900: system.cpu: T0 : 0x8007344 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+115    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249702664: system.cpu: T0 : 0x8007348 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+119    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249714428: system.cpu: T0 : 0x800734c @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+123    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249732074: system.cpu: T0 : 0x8007350 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+127    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249743838: system.cpu: T0 : 0x8007354 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+131    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249761484: system.cpu: T0 : 0x8007358 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+135    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249773248: system.cpu: T0 : 0x800735c @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+139    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249790894: system.cpu: T0 : 0x8007360 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+143    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249802658: system.cpu: T0 : 0x8007364 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+147    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249820304: system.cpu: T0 : 0x8007368 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+151    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249832068: system.cpu: T0 : 0x800736c @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+155    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249849714: system.cpu: T0 : 0x8007370 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+159    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249861478: system.cpu: T0 : 0x8007374 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+163    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249879124: system.cpu: T0 : 0x8007378 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+167    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249890888: system.cpu: T0 : 0x800737c @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+171    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249908534: system.cpu: T0 : 0x8007380 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+175    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249920298: system.cpu: T0 : 0x8007384 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+179    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249932062: system.cpu: T0 : 0x8007388 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+183    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249943826: system.cpu: T0 : 0x800738c @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+187    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249961472: system.cpu: T0 : 0x8007390 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+191    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249973236: system.cpu: T0 : 0x8007394 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+195    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
249990882: system.cpu: T0 : 0x8007398 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+199    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250002646: system.cpu: T0 : 0x800739c @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+203    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250020292: system.cpu: T0 : 0x80073a0 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+207    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250032056: system.cpu: T0 : 0x80073a4 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+211    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250049702: system.cpu: T0 : 0x80073a8 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+215    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250061466: system.cpu: T0 : 0x80073ac @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+219    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250079112: system.cpu: T0 : 0x80073b0 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+223    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250090876: system.cpu: T0 : 0x80073b4 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+227    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250108522: system.cpu: T0 : 0x80073b8 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+231    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250120286: system.cpu: T0 : 0x80073bc @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+235    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250137932: system.cpu: T0 : 0x80073c0 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+239    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250149696: system.cpu: T0 : 0x80073c4 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+243    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250167342: system.cpu: T0 : 0x80073c8 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+247    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250173224: system.cpu: T0 : 0x80073cc @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+251    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250190870: system.cpu: T0 : 0x80073d0 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+255    :   bx    lr                 : IntAlu :
250255572: system.cpu: T0 : 0x80074be @main+233    :   subs   r4, r4, #1        : IntAlu :  D=0x0000000000000001
250273218: system.cpu: T0 : 0x80074c0 @main+235    :   b   <main+225>           : IntAlu :
250332038: system.cpu: T0 : 0x80074ba @main+229    :   bl.w   <_ZL7end_roiv+23> : IntAlu :  D=0x00000000080074bf
250367330: system.cpu: T0 : 0x80072d0 @_ZL7end_roiv+27    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250379094: system.cpu: T0 : 0x80072d4 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+3    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250396740: system.cpu: T0 : 0x80072d8 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+7    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250408504: system.cpu: T0 : 0x80072dc @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+11    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250420268: system.cpu: T0 : 0x80072e0 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+15    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250432032: system.cpu: T0 : 0x80072e4 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+19    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250449678: system.cpu: T0 : 0x80072e8 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+23    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250461442: system.cpu: T0 : 0x80072ec @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+27    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250479088: system.cpu: T0 : 0x80072f0 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+31    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250490852: system.cpu: T0 : 0x80072f4 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+35    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250508498: system.cpu: T0 : 0x80072f8 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+39    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250520262: system.cpu: T0 : 0x80072fc @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+43    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250537908: system.cpu: T0 : 0x8007300 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+47    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250549672: system.cpu: T0 : 0x8007304 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+51    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250567318: system.cpu: T0 : 0x8007308 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+55    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250579082: system.cpu: T0 : 0x800730c @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+59    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250596728: system.cpu: T0 : 0x8007310 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+63    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250608492: system.cpu: T0 : 0x8007314 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+67    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250626138: system.cpu: T0 : 0x8007318 @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+71    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
250637902: system.cpu: T0 : 0x800731c @_ZN9EntoBench12BasicProblemIZ4mainEUlvE_LNS_12InlinePolicyE1EE13call_noinlineEv.isra.0+75    :   add.w   r0, r0, #0       : IntAlu :  D=0x0000000000000000
